Orig_Sequence,Satellite_Names,Launch_Date,Country_of_Operator_Owner,Launch_Site,Operator_Owner,Purpose,Orbit_Classes,Period_Hours,Period_minutes,Launch_Mass_km
60,"Eagle-1 (AMC-3, Americom 3, GE-3)",1997-09-04,USA,Cape Canaveral,Global Eagle Entertainment,Communications,GEO,23.93,1436.08,"2,845"
61,NSS-5 (Intelsat 803),1997-09-23,Netherlands,Guiana Space Center,SES S.A.,Communications,GEO,23.93,1436.08,"3,412"
62,"DSCS III-F10 (USA 135, DSCS III B-13) (Defense Satellite Communications System)",1997-10-24,USA,Cape Canaveral,US Air Force,Communications,GEO,23.94,1436.1,"1,156"
63,"Trumpet 3 (NROL-4, National Reconnaissance Office Launch-4, USA 136)",1997-11-08,USA,Cape Canaveral,National Reconnaissance Office (NRO)/US Air Force,Earth Observation,Elliptical,11.83,709.61,"8,000"
64,Astra 1G ,1997-12-02,Luxembourg,Baikonur Cosmodrome,SES S.A.,Communications,GEO,23.93,1436.08,"3,379"
65,INMARSAT 3 F5 ,1998-02-04,United Kingdom,Guiana Space Center,"INMARSAT, Ltd.",Communications,GEO,23.93,1436.07,"2,000"
66,"UFO-8 (USA 138, UHF F/O F8) ""UHF Follow-On""",1998-03-16,USA,Cape Canaveral,US Navy,Communications,GEO,23.93,1435.94,"3,206"
67,"Advanced Orion 2 (Mentor, NROL 6, USA 139)",1998-05-09,USA,Cape Canaveral,National Reconnaissance Office (NRO),Earth Observation,GEO,23.94,1436.14,"4,500"
68,Astra 2A ,1998-08-30,Luxembourg,Baikonur Cosmodrome,SES S.A.,Communications,GEO,23.94,1436.12,"3,635"
69,Galaxy-11,1999-01-21,USA,Guiana Space Center,PanAmSat (Intelsat S.A.),Communications,GEO,23.94,1436.11,"4,488"
70,"JCSat 4A (JCSAT 6, Japan Communications Satellite 6)",1999-02-15,Japan,Cape Canaveral,Sky Perfect JSAT Corporation,Communications,GEO,23.93,1435.52,"2,900"
71,Skynet 4E ,1999-02-26,United Kingdom,Guiana Space Center,Ministry of Defense,Communications,GEO,23.93,1436.06,"1,510"
72,AmGU-1 (AmurSat-1),2019-07-05,Russia,Vostochny Cosmodrome,Moscow State University,Space Science,LEO,1.59,95.2,4
73,AsiaSat-3S (Asiasat 3SA),1999-03-21,China,Baikonur Cosmodrome,Asia Satellite Telecommunications Co. Ltd.,Communications,GEO,23.93,1436.07,"3,480"
74,Arabsat 7F (Nimiq 1) ,1999-05-20,Multinational,Baikonur Cosmodrome,Arab Satellite Communications Org. (ASCO),Communications,GEO,23.93,1436.09,"3,600"
75,"ABS-7 (Koreasat 3, Mugungwha 3)",1999-09-04,Multinational,Guiana Space Center,Asia Broadcast Satellite Ltd.,Communications,GEO,23.93,1436.06,"3,500"
76,Amsat-Oscar 7 (AO-7),1974-11-15,USA,Vandenberg AFB,AMSAT-NA,Communications,LEO,1.92,114.9,29
77,ANGELS (Argos Neo on a Generic Economical and Light Satellite),2019-12-18,ESA,Guiana Space Center,Centre National d'Etudes Spatiales (CNES),Communications,LEO,1.58,94.9,18
78,"ABS-6 (ABS-1, LMI-1, Lockheed Martin-Intersputnik-1)",1999-09-26,Multinational,Baikonur Cosmodrome,Asia Broadcast Satellite Ltd.,Communications,GEO,23.93,1436.08,"2,894"
79,Telstar 12 (Orion 2),1999-10-19,Multinational,Guiana Space Center,EUTELSAT S.A. -- leased from Loral Skynet Satellite Services (Loral Global Alliance) ,Communications,GEO,23.93,1436.09,"3,878"
80,"AMC-4 (Americom-4, GE-4)",1999-11-13,USA,Guiana Space Center,SES S.A./Gogo,Communications,GEO,23.94,1436.1,"3,909"
81,"UFO-10 (USA 146, UHF F/O F10) ""UHF Follow-On""",1999-11-24,USA,Cape Canaveral,US Navy,Communications,GEO,23.94,1436.1,"3,200"
82,"DSCS III-F11 (USA 148, DSCS III B-8) (Defense Satellite Communications System)",2000-01-01,USA,Cape Canaveral,US Air Force,Communications,GEO,23.94,1436.13,"1,156"
83,Aoba-VELOX 4,2019-01-18,Japan,Uchinoura Space Center,Kyushu Institute of Technology (KIT),Technology Development,LEO,1.58,94.6,3
84,AprizeSat 1 (LatinSat-C),2004-06-29,Argentina,Baikonur Cosmodrome,Aprize Satellite Argentina,Communications/Technology Development,LEO,1.66,99.4,12
85,AprizeSat 10 (exactView-13),2014-06-19,USA/Argentina,Dombarovsky Air Base,Aprize Satellite,Communications/Maritime Tracking,LEO,1.63,98.0,12
86,AprizeSat 2 (LatinSat-D),2004-06-29,Argentina,Baikonur Cosmodrome,Aprize Satellite Argentina,Communications/Technology Development,LEO,1.67,100.3,12
87,AprizeSat 3 ,2009-07-29,USA/Argentina,Baikonur Cosmodrome,Aprize Satellite,Communications/Maritime Tracking,LEO,1.62,97.0,12
88,AprizeSat 4 ,2009-07-29,USA/Argentina,Baikonur Cosmodrome,Aprize Satellite,Communications/Maritime Tracking,LEO,1.62,97.5,12
89,AprizeSat 5,2011-08-17,Canada,Dombarovsky Air Base,Aprize Satellite,Communications,LEO,1.63,97.8,12
90,AprizeSat 7,2013-11-21,Canada,Dombarovsky Air Base,Aprize Satellite,Communications,LEO,1.62,97.17,12
91,AprizeSat 8 (exactView-12),2013-11-21,USA/Argentina,Dombarovsky Air Base,Aprize Satellite,Communications/Maritime Tracking,LEO,1.63,97.99,12
92,AprizeSat 9 (exactView-11),2014-06-19,Canada,Dombarovsky Air Base,exactEarth,Communications/Maritime Tracking,LEO,1.63,98.0,12
93,AsiaStar ,2000-03-21,USA,Guiana Space Center,1Worldspace,Communications,GEO,23.94,1436.15,"2,775"
94,DSP 20 (USA 149) (Defense Support Program),2000-05-18,USA,Cape Canaveral,US Air Force,Earth Observation,GEO,2.37,142.08,"2,380"
95,"Eutelsat 36A (Eutelsat 48E, Eutelsat W-4) ",2000-05-24,Multinational,Cape Canaveral,EUTELSAT S.A.,Communications,GEO,23.93,1436.08,"3,190"
96,"TDRS-8 (Tracking and Data Relay Satellite, TDRS-H)",2000-06-30,USA,Cape Canaveral,National Aeronautics and Space Administration (NASA),Communications,GEO,23.94,1436.2,"3,180"
97,"Intelsat 9 (IS-9, PAS-9) ",2000-07-28,USA,Sea Launch Odyssey,PanAmSat (Intelsat S.A.),Communications,GEO,23.94,1436.14,"3,659"
98,Brazilsat B-4 (Brasilsat B-4),2000-08-17,Brazil,Guiana Space Center,Embratel Star One,Communications,GEO,23.93,1436.09,"2,495"
99,Astra 2B ,2000-09-14,Luxembourg,Guiana Space Center,SES S.A.,Communications,GEO,23.94,1436.11,"3,315"
100,Arkyd-6A,2018-01-11,USA,Satish Dhawan Space Centre,Planetary Resources,Technology Development,LEO,1.58,94.5,10
101,"NSS-11 (Worldsat-1, AAP-1, GE-1A) ",2000-10-02,Netherlands,Baikonur Cosmodrome,SES S.A.,Communications,GEO,23.94,1436.15,"3,582"
102,"JCSat 110 (N-Sat-110, Superbird-D, Superbird-5, N-Sat-110)",2000-10-07,Japan,Guiana Space Center,Sky Perfect JSAT Corporation,Communications,GEO,23.94,1436.11,"3,531"
103,"DSCS III-F12 (USA 153, DSCS III B-11) (Defense Satellite Communications System)",2000-10-20,USA,Cape Canaveral,US Air Force,Communications,GEO,23.94,1436.12,"1,156"
104,"AMC-6 (Americom-6, GE-6)",2000-10-22,USA,Baikonur Cosmodrome,SES S.A.,Communications,GEO,23.94,1436.12,"3,901"
105,"Intelsat 12 (Europe*Star 1, Europe*Star FM1, IS-12, PAS-12)",2000-10-29,USA,Guiana Space Center,Intelsat S.A.,Communications,GEO,23.93,1436.09,"4,167"
106,"Intelsat 1R (IS-1R, PAS-1R, PanAmSat 1R)",2000-11-15,USA,Guiana Space Center,PanAmSat (Intelsat S.A.),Communications,GEO,23.94,1436.11,"4,793"
107,Anik F1 ,2000-11-21,Canada,Guiana Space Center,"Telesat Canada Ltd. (BCE, Inc.)",Communications,GEO,23.93,1436.08,"4,710"
108,"AMC-8 (Americom-8, GE-8, Aurora 3)",2000-12-19,USA,Guiana Space Center,SES S.A.,Communications,GEO,23.93,1436.07,"2,015"
109,Astra 2D,2000-12-19,Luxembourg,Guiana Space Center,SES S.A.,Communications,GEO,23.94,1436.1,"1,420"
110,Sicral 1A ,2001-02-07,Italy,Guiana Space Center,Italian Defense Ministry,Communications,GEO,23.93,1436.06,"2,596"
111,ASNARO 1 (Advanced Satellite with New system Architecture for Observation),2014-11-06,Japan,Dombarovsky Air Base,Japan Space Systems,Earth Observation,LEO,1.58,94.75,500
112,ASNARO 2 (Advanced Satellite with New system Architecture for Observation),2018-01-17,Japan,Uchinoura Space Center,Japan Space Systems,Earth Observation,LEO,1.58,94.5,570
113,ASTERIA ( (Arcsecond Space Telescope Enabling Research in Astrophysics),2017-11-20,USA,International Space Station,Massachusetts Institute of Technology/NASA ,Technology Development,LEO,1.54,92.6,12
114,"Milstar DFS-4 (USA 157, Milstar 2-F2) (Military Strategic and Tactical Relay)",2001-02-27,USA,Cape Canaveral,US Air Force,Communications,GEO,23.92,1435.04,"4,536"
115,"Eutelsat 133 West A (Eutelsat 33C, Eutelsat 28A, Eurobird 1, Eurosat 1)",2001-03-08,Multinational,Guiana Space Center,EUTELSAT S.A.,Communications,GEO,23.94,1436.1,"2,950"
116,Intelsat 10 (PAS-10),2001-05-14,USA,Baikonur Cosmodrome,PanAmSat (Intelsat S.A.),Communications,GEO,23.93,1436.08,"3,739"
117,Intelsat 901 ,2001-06-09,USA,Cape Canaveral,Intelsat S.A.,Communications,GEO,23.94,1436.12,"4,723"
118,Astra 2C ,2001-06-16,Luxembourg,Baikonur Cosmodrome,SES S.A.,Communications,GEO,23.94,1436.12,"3,643"
119,DSP 21 (USA 159) (Defense Support Program),2001-08-06,USA,Cape Canaveral,US Air Force,Earth Observation,GEO,23.94,1436.14,"2,380"
120,Intelsat 902 ,2001-08-30,USA,Guiana Space Center,Intelsat S.A.,Communications,GEO,23.94,1436.1,"4,723"
121,"Eutelsat 12 West B (Eutelsat 8 West A, Atlantic Bird 2) ",2001-09-25,Multinational,Guiana Space Center,EUTELSAT S.A.,Communications,GEO,23.94,1436.1,"3,150"
122,"Milstar DFS-5 (USA 164, Milstar 2-F3) (Military Strategic and Tactical Relay)",2002-01-16,USA,Cape Canaveral,US Air Force,Communications,GEO,23.94,1436.12,"4,536"
123,Echostar 7 ,2002-02-21,USA,Cape Canaveral,"Echostar Satellite Services, LLC",Communications,GEO,23.93,1436.07,"4,027"
124,Intelsat 904 ,2002-02-23,USA,Baikonur Cosmodrome,Intelsat S.A.,Communications,GEO,23.93,1436.07,"4,680"
125,"TDRS-9 (Tracking and Data Relay Satellite, TDRS-I)",2002-03-08,USA,Cape Canaveral,National Aeronautics and Space Administration (NASA),Communications,GEO,23.94,1436.11,"3,180"
126,Astra 3A ,2002-03-29,Luxembourg,Guiana Space Center,SES S.A.,Communications,GEO,23.93,1436.07,"1,500"
127,"JCSat 2A (JCSAT 8, Japan Communications Satellite 8)",2002-03-29,Japan,Guiana Space Center,Sky Perfect JSAT Corporation,Communications,GEO,23.94,1436.1,"2,500"
128,Intelsat 903 ,2002-03-30,USA,Guiana Space Center,Intelsat S.A.,Communications,GEO,23.94,1436.16,"4,723"
129,NSS-7 ,2002-04-16,Netherlands,Guiana Space Center,SES S.A.,Communications,GEO,23.94,1436.12,"4,500"
130,DirecTV-5 (Tempo 1),2002-05-07,USA,Baikonur Cosmodrome,"DirecTV, Inc.",Communications,GEO,23.93,1436.08,"4,300"
131,Astranis Demosat-2,2018-01-11,USA,Satish Dhawan Space Centre,Astranis,Technology Development,LEO,1.58,94.5,0
132,Astrocast 0.1,2018-12-03,Switzerland,Vandenberg AFB,Astrocast,Communications,LEO,1.6,96.3,4
133,Astrocast 0.2,2019-04-01,Switzerland,Satish Dhawan Space Centre,Astrocast,Communications,LEO,1.58,94.6,4
134,Astrosat,2015-09-28,India,Satish Dhawan Space Centre,Telemetry Tracking and Command Network (ISTRAC) Centre,Space Science,LEO,1.63,97.54,230
135,Intelsat 905 ,2002-06-05,USA,Guiana Space Center,Intelsat S.A.,Communications,GEO,23.94,1436.12,"4,723"
136,Galaxy-3C,2002-06-15,USA,Sea Launch Odyssey,"PanAmSat (Intelsat S.A.)/DirecTV, Inc.",Communications,GEO,23.94,1436.11,"4,860"
137,Athenoxat-1 ((Athene Noctua Experimental Satellite) ,2015-12-16,Singapore,Satish Dhawan Space Centre,Microspace Rapid Pvt Ltd.,Technology Development,LEO,1.59,95.46,6
138,"ATL-1 (Advanced Technology of Laser, Magyar-OSCAR 106, MO-106)",2019-12-06,Hungary,Rocket Lab Launch Complex 1,ATL (Advanced Technology of Laser),Technology Development,LEO,1.53,92.0,1
139,Aurora  (Tabletsat-2U-EO),2014-06-19,Russia,Dombarovsky Air Base,Sputnix Ltd.,Technology Development,LEO,1.61,96.7,25
140,"Eutelsat 5 West A (Atlantic Bird 3, Stellat 5)",2002-07-05,Multinational,Guiana Space Center,EUTELSAT S.A.,Communications,GEO,23.93,1436.08,"4,050"
141,N-Star C ,2002-07-05,Japan,Guiana Space Center,Sky Perfect JSAT Corporation,Communications,GEO,23.93,1436.08,"1,625"
142,AztecSat-1,2020-02-19,USA/Mexico,International Space Station,Autonomous Popular University of the State of Puebla,Technology Development,LEO,1.55,92.9,2
143,"Meteosat 8 (MSGalaxy-1, MSG-1)",2002-08-21,Multinational,Guiana Space Center,EUMETSAT (European Organization for the Exploitation of Meteorological Satellites),Earth Observation,GEO,23.94,1436.1,"2,000"
144,Intelsat 906 ,2002-09-06,USA,Guiana Space Center,Intelsat S.A.,Communications,GEO,23.93,1436.07,"4,723"
145,"DRTS (Data Relay Test Satellite, Kodama)",2002-09-10,Japan,Tanegashima Space Center,National Space Development Agency,Technology Development,GEO,23.94,1436.12,"2,650"
146,Hispasat 1D ,2002-09-18,Spain,Cape Canaveral,Hispasat,Communications,GEO,23.94,1436.11,"3,288"
147,"TDRS-10 (Tracking and Data Relay Satellite, TDRS-J)",2002-12-04,USA,Cape Canaveral,National Aeronautics and Space Administration (NASA),Communications,GEO,23.93,1436.04,"3,180"
148,NSS-6 ,2002-12-17,Netherlands,Guiana Space Center,SES S.A.,Communications,GEO,23.94,1436.12,"4,575"
149,BARS-M (Cosmos 2503),2015-02-27,Russia,Plesetsk Cosmodrome,Ministry of Defense,Earth Observation,LEO,1.6,96.1,"4,000"
150,BARS-M (Cosmos 2515),2016-03-24,Russia,Plesetsk Cosmodrome,Ministry of Defense,Earth Observation,LEO,1.6,96.1,"4,000"
151,BDSAGR-1,2019-12-21,China,Taiyuan Space Center,"GasTianta and GZH-HNJ BDS AGR Co., Ltd.",Earth Observation,LEO,1.62,97.1,40
152,Beesat-9 (Tubsat-17),2019-07-05,Germany,Vostochny Cosmodrome,"Technical University, Berlin",Technology Development,LEO,1.59,95.2,1
153,Beidou 2-12 (Compass M3),2012-04-28,China,Xichang Satellite Launch Center,Chinese Defense Ministry,Navigation/Global Positioning,MEO,12.89,773.19,"2,200"
154,Beidou 2-13 (Compass M4),2012-04-28,China,Xichang Satellite Launch Center,Chinese Defense Ministry,Navigation/Global Positioning,MEO,12.89,773.21,"2,200"
155,Beidou 2-15 (Compass M6),2012-09-18,China,Xichang Satellite Launch Center,Chinese Defense Ministry,Navigation/Global Positioning,MEO,12.88,773.1,"3,800"
156,Nimiq 2 ,2002-12-29,Canada,Baikonur Cosmodrome,"Telesat Canada Ltd. (BCE, Inc.)",Communications,GEO,23.93,1436.08,"3,600"
157,Intelsat 907 ,2003-02-15,USA,Guiana Space Center,Intelsat S.A.,Communications,GEO,23.94,1436.1,"4,685"
158,"DSCS III-A3 (USA 167, DSCS III-A3) (Defense Satellite Communications System)",2003-03-11,USA,Cape Canaveral,US Air Force,Communications,GEO,23.94,1436.12,"1,156"
159,Milstar DFS-6 (USA 169) (Military Strategic and Tactical Relay),2003-04-08,USA,Cape Canaveral,US Air Force,Communications,GEO,23.94,1436.13,"4,536"
160,Galaxy-12,2003-04-09,USA,Guiana Space Center,PanAmSat (Intelsat S.A.),Communications,GEO,23.93,1436.07,"1,760"
161,"Hellas-Sat 2 (Intelsat K-TV, NSS K-TV)",2003-05-12,Greece,Cape Canaveral,Hellas-Sat Consortium Ltd.,Communications,GEO,23.93,1436.08,"3,300"
162,Thuraya 2 ,2003-06-10,United Arab Emirates,Sea Launch Odyssey,Thuraya Satellite Communications,Communications,GEO,23.93,1436.07,"5,250"
163,Optus and Defence C1 ,2003-06-12,Australia,Guiana Space Center,Optus Communications (Parent: Singapore Telecom)/Australian Ministry of Defense,Communications,GEO,23.93,1436.08,"4,800"
164,"Echostar 9/Galaxy 23 (G-23, Intelsat 1A-13, Telstar 13)",2003-08-08,USA,Sea Launch Odyssey,"Echostar Satellite Services, LLC/Intelsat ",Communications,GEO,23.93,1436.08,"4,000"
165,Beidou 3M-1S,2015-07-25,China,Xichang Satellite Launch Center,Chinese Defense Ministry,Navigation/Global Positioning,MEO,12.89,773.2,800
166,Beidou 3M-2S,2015-07-25,China,Xichang Satellite Launch Center,Chinese Defense Ministry,Navigation/Global Positioning,MEO,12.89,773.3,800
167,Beidou 3M-3S,2016-02-01,China,Xichang Satellite Launch Center,Chinese Defense Ministry,Navigation/Global Positioning,MEO,12.89,773.2,800
168,"DSCS III-B6 (USA 170, DSCS III B-6) (Defense Satellite Communications System)",2003-08-29,USA,Cape Canaveral,US Air Force,Communications,GEO,23.94,1436.1,"1,156"
169,"Advanced Orion 3 (Mentor, NROL 19, USA 171)",2003-09-09,USA,Cape Canaveral,National Reconnaissance Office (NRO),Earth Observation,GEO,23.94,1436.1,"4,500"
170,"Galaxy-13 (Horizons 1, Galaxy 13L)",2003-10-01,USA/Japan,Sea Launch Odyssey,PanAmSat (Intelsat S.A.)/Sky Perfect JSAT Corp.,Communications,GEO,23.93,1436.07,"4,060"
171,Yamal-202 ,2003-11-24,Russia,Baikonur Cosmodrome,Gazprom Space Systems,Communications,GEO,23.93,1436.06,"1,320"
172,"UFO-11  (USA 174) ""UHF Follow-On""",2003-12-18,USA,Cape Canaveral,US Navy,Communications,GEO,23.94,1436.1,"3,200"
173,DSP 22 (USA 176) (Defense Support Program),2004-02-14,USA,Cape Canaveral,US Air Force,Earth Observation,GEO,23.94,1436.12,"2,380"
174,"ABS-4 (ABS-2i, MBSat, Mobile Broadcasting Satellite, Han Byul)",2004-03-13,Multinational,Cape Canaveral,Asia Broadcast Satellite Ltd.,Communications,GEO,23.94,1436.1,"4,143"
175,Eutelsat 7A (Eutelsat W3A) ,2004-03-15,Multinational,Baikonur Cosmodrome,EUTELSAT S.A.,Communications,GEO,23.93,1436.07,"4,300"
176,DirecTV-7S ,2004-05-04,USA,Sea Launch Odyssey,"DirecTV, Inc.",Communications,GEO,23.94,1436.1,"5,483"
177,"AMC-11 (Americom-11, GE 11)",2004-05-19,USA,Cape Canaveral,SES S.A.,Communications,GEO,23.93,1436.07,"2,340"
178,Intelsat 10-02 (Thor 4),2004-06-16,USA,Baikonur Cosmodrome,Intelsat S.A.,Communications,GEO,23.93,1436.08,"5,576"
179,Anik F2 ,2004-07-18,Canada,Guiana Space Center,"Telesat Canada Ltd. (BCE, Inc.)",Communications,GEO,23.93,1436.08,"5,910"
180,AMC-15 (Americom-15),2004-10-14,USA,Baikonur Cosmodrome,SES S.A.,Communications,GEO,23.93,1436.08,"4,200"
181,AMC-16 (Americom-16),2004-12-17,USA,Cape Canaveral,SES S.A.,Communications,GEO,23.94,1436.1,"4,312"
182,"NSS-10 (Star One C-12, AMC-12, Americom 12, Worldsat 2)",2005-02-03,Netherlands,Baikonur Cosmodrome,SES S.A.,Communications,GEO,23.94,1436.1,"5,396"
183,XTAR-EUR,2005-02-12,Spain,Guiana Space Center,Ministry of Defense/XTAR,Communications,GEO,23.93,1436.06,"3,631"
184,XM Radio 3 (Rhythm),2005-03-01,USA,Sea Launch Odyssey,XM Satellite Radio USA,Communications,GEO,23.94,1436.1,"4,703"
185,INMARSAT 4 F1,2005-03-11,United Kingdom,Cape Canaveral,"INMARSAT, Ltd.",Communications,GEO,23.93,1436.08,"5,959"
186,Apstar 6,2005-04-12,China,Xichang Satellite Launch Center,APT Satellite Holdings Ltd.,Communications,GEO,23.93,1436.08,"4,680"
187,DirecTV-8,2005-05-22,USA,Baikonur Cosmodrome,"DirecTV, Inc.",Communications,GEO,23.94,1436.1,"3,800"
188,"Galaxy-28 (G-28, Intelsat IA-8, Telstar 8)",2005-06-23,USA,Sea Launch Odyssey,Intelsat S.A.,Communications,GEO,23.94,1436.1,"5,493"
189,Express-AM3,2005-06-24,Russia,Baikonur Cosmodrome,International Organization of Space Communications (Intersputnik),Communications,GEO,23.94,1436.1,"2,600"
190,"Thaicom-4 (Ipstar 1, Measat 5)",2005-08-11,Thailand,Guiana Space Center,Thaicom Public Company Ltd. ,Communications,GEO,23.94,1436.1,"6,505"
191,Galaxy-14,2005-08-13,USA,Baikonur Cosmodrome,PanAmSat (Intelsat S.A.),Communications,GEO,23.93,1436.07,"2,086"
192,Anik F1R,2005-09-09,Canada,Baikonur Cosmodrome,"Telesat Canada Ltd. (BCE, Inc.)",Communications,GEO,23.94,1436.1,"4,500"
193,Galaxy-15,2005-10-13,USA,Guiana Space Center,PanAmSat (Intelsat S.A.),Communications,GEO,23.93,1436.07,"2,033"
194,Syracuse 3A (Systeme de Radio Communications Utilisant un Satellite),2005-10-13,France,Guiana Space Center,Defense Ministry,Communications,GEO,23.93,1436.06,"3,725"
195,INMARSAT 4 F2,2005-11-08,United Kingdom,Sea Launch Odyssey,"INMARSAT, Ltd.",Communications,GEO,23.94,1436.11,"5,458"
196,Spaceway F2,2005-11-16,USA,Guiana Space Center,"DirecTV, Inc.",Communications,GEO,23.94,1436.1,"5,993"
197,Telkom 2,2005-11-16,Indonesia,Guiana Space Center,PT Telkomunikasi,Communications,GEO,23.94,1436.1,"1,930"
198,"Meteosat 9 (MSGalaxy-2, MSG 2)",2005-12-21,Multinational,Guiana Space Center,EUMETSAT (European Organization for the Exploitation of Meteorological Satellites),Earth Observation,GEO,23.93,1436.0,"2,000"
199,"Eutelsat 174A (GE-23, AMC-23, Worldsat 3, Americom 23)",2005-12-29,Multinational,Baikonur Cosmodrome,EUTELSAT S.A.,Communications,GEO,23.94,1436.1,"5,000"
200,Echostar 10,2006-02-15,USA,Sea Launch Odyssey,"Echostar Satellite Services, LLC",Communications,GEO,23.93,1436.0,"4,333"
201,MTSAT-2 (Multi-Functional Transport Satellite),2006-02-18,Japan,Tanegashima Space Center,Japan Meteorological Agency/Meteorological Satellite Center (MSC),Earth Observation,GEO,23.94,1436.1,"2,900"
202,"BeijingGalaxy-1 (Beijing 1 [Tsinghua], Tsinghau-2, China DMC+4)",2005-10-27,China,Plesetsk Cosmodrome,Beijing Landview Mapping Information Technology Co. Ltd (BLMIT),Earth Observation,LEO,1.64,98.6,166
203,"Eutelsat Hot Bird 13E (Eutelsat 9A, Eurobird 9A, Hot Bird 7A)",2006-03-11,Multinational,Guiana Space Center,EUTELSAT S.A.,Communications,GEO,23.94,1436.1,"4,100"
204,Bhutan-1 (Birds-2),2018-08-10,Bhutan,International Space Station,Information and Communications Ministry,Earth Observation,LEO,1.58,95.0,2
205,Bird 2 (Bispectral InfraRed Detector 2),2001-10-22,Germany,Satish Dhawan Space Centre,Institute of Space Sensor Technology and Planetary Exploration,Earth Observation/Technology Development,LEO,1.58,94.8,92
206,BIROS (Bispectral Infrared Optical System),2016-06-22,Germany,Satish Dhawan Space Centre,German Aerospace Center (DLR),Earth Observation,LEO,1.58,94.7,130
207,BisonSat (Nwist Qwiqway),2015-10-08,USA,Cape Canaveral,Salish Kootenai College,Earth Observation/Technology Development,LEO,1.63,97.7,1
208,BKA 2 (BelKA 2),2012-07-22,Belarus,Baikonur Cosmodrome,National Academy of Sciences,Earth Observation,LEO,1.58,94.7,400
209,BlackSky Global 1,2018-11-29,USA,Satish Dhawan Space Centre,BlackSky Global,Earth Observation,LEO,1.58,94.7,56
210,BlackSky Global 2,2018-12-03,USA,Vandenberg AFB,BlackSky Global,Earth Observation,LEO,1.6,96.3,55
211,BlackSky Global 3,2019-06-29,USA,Rocket Lab Launch Complex 1,BlackSky Global,Earth Observation,LEO,1.56,93.7,56
212,BlackSky Global 4,2019-08-19,USA,Rocket Lab Launch Complex 1,BlackSky Global,Earth Observation,LEO,1.59,95.5,56
213,BlackSky Pathfinder 1,2016-09-26,USA,Satish Dhawan Space Centre,BlackSky Global,Earth Observation,LEO,1.64,98.3,44
